user_id,age,occupation,food_preference,budget_range,location_area,time_of_day,mood_craving,occasion,health_preference,cuisine_type,dish_name,spice_level,price_category,ambience,restaurant_rating,user_rating
1048,29,other,non-vegetarian,mid-range,Saravanampatti,afternoon,celebration,friends,high-protein,Bakery,Chocolate Cake,Medium,$,Luxury,4.0,4.3
1049,20,service,non-vegetarian,premium,Kovaipudur,morning,adventurous,friends,balanced,North Indian,Chole Bhature,Low,$$$$,Family-style,4.4,4.4
1050,18,student,non-vegetarian,budget-friendly,Peelamedu,evening,healthy,date-night,high-protein,Street Food,Bhel Puri,High,$$,Romantic,4.4,4.5
1051,22,professional,non-vegetarian,mid-range,Saravanampatti,afternoon,celebration,anniversary,high-protein,South Indian,Filter Coffee,Medium,$$,Family-style,4.2,3.9
1052,34,student,eggitarian,budget-friendly,Gandhipuram,evening,celebration,friends,low-carb,Chinese,Chilli Chicken,Medium,$$,Modern,4.4,4.3
1053,33,business,non-vegetarian,budget-friendly,Gandhipuram,evening,comfort,casual,high-protein,South Indian,Pongal,Low,$,Luxury,4.2,4.1
1054,23,professional,vegan,mid-range,Singanallur,evening,healthy,date-night,balanced,Kerala,Appam Stew,Medium,$$$,Romantic,4.6,4.7
1055,18,other,non-vegetarian,budget-friendly,Peelamedu,morning,celebration,friends,balanced,South Indian,Masala Dosa,Low,$,Casual,4.6,4.4
1056,25,professional,non-vegetarian,mid-range,Sitra,evening,quick,friends,high-protein,Chinese,Hakka Noodles,Medium,$$,Luxury,4.5,4.4
1057,18,professional,vegetarian,mid-range,Thudiyalur,evening,study,date-night,balanced,Street Food,Pani Puri,Medium,$$,Luxury,4.6,5.0
1058,29,student,vegetarian,budget-friendly,Saravanampatti,evening,romantic,casual,high-protein,Street Food,Egg Puffs,High,$$,Family-style,4.4,4.5
1059,20,professional,non-vegetarian,mid-range,Saravanampatti,evening,adventurous,family,high-protein,North Indian,Chole Bhature,High,$,Traditional,5.0,5.0
1060,37,other,vegetarian,mid-range,Vadavalli,afternoon,quick,date-night,regular,South Indian,Idli Sambar,Low,$$,Romantic,4.4,5.0
1061,20,professional,vegetarian,premium,Thudiyalur,evening,study,casual,low-carb,Street Food,Pani Puri,High,$$$,Cozy,4.9,5.0
1062,20,other,vegan,mid-range,Singanallur,night,quick,casual,balanced,South Indian,Rava Dosa,High,$$,Cozy,4.2,4.4
1063,24,service,vegetarian,budget-friendly,Ukkadam,morning,quick,date-night,regular,Kerala,Beef Fry,High,$,Luxury,3.7,3.6
1064,18,student,non-vegetarian,budget-friendly,RS Puram,night,healthy,casual,high-protein,Italian,Pasta,Medium,$$,Casual,4.2,4.1
1065,19,student,eggitarian,budget-friendly,Ukkadam,evening,comfort,casual,low-carb,South Indian,Uttapam,High,$,Family-style,5.0,4.9
1066,36,professional,vegetarian,premium,Peelamedu,evening,celebration,family,high-protein,Chinese,Manchurian,High,$$,Family-style,4.1,4.4
1067,26,student,eggitarian,budget-friendly,Gandhipuram,night,comfort,birthday,regular,Chettinad,Chicken Chettinad,High,$,Traditional,4.0,3.8
1068,48,student,non-vegetarian,mid-range,RS Puram,evening,comfort,business,regular,Cafe,Burger,Medium,$$$,Luxury,4.4,4.1
1069,32,student,eggitarian,budget-friendly,RS Puram,morning,celebration,casual,balanced,South Indian,Idli Sambar,Low,$,Romantic,3.8,3.7
1070,38,student,non-vegetarian,budget-friendly,Kovaipudur,evening,quick,date-night,balanced,Andhra,Gongura Mutton,High,$,Luxury,3.6,3.8
1071,27,business,non-vegetarian,premium,Thudiyalur,evening,healthy,business,low-carb,North Indian,Chole Bhature,Medium,$$$,Modern,4.7,5.0
1072,28,service,non-vegetarian,mid-range,Vadavalli,evening,quick,family,regular,South Indian,Idli Sambar,Medium,$$,Family-style,4.8,5.0
1073,20,student,non-vegetarian,budget-friendly,Avinashi Road,evening,study,friends,high-protein,Street Food,Egg Puffs,Medium,$,Traditional,4.5,4.3
1074,29,student,non-vegetarian,budget-friendly,RS Puram,afternoon,comfort,business,balanced,Chinese,Schezwan Fried Rice,Medium,$$,Casual,4.0,3.8
1075,33,student,vegetarian,budget-friendly,Ukkadam,morning,quick,date-night,high-protein,North Indian,Biryani,High,$,Romantic,4.3,4.9
1076,22,student,vegan,mid-range,Avinashi Road,evening,study,casual,high-protein,North Indian,Butter Chicken,Low,$$$,Cozy,5.0,4.7
1077,26,professional,eggitarian,premium,Kovaipudur,night,romantic,family,low-carb,Chettinad,Chicken Chettinad,Medium,$$$,Family-style,4.6,5.0
1078,31,other,eggitarian,mid-range,Gandhipuram,evening,quick,casual,high-protein,Chinese,Chilli Chicken,Medium,$$,Luxury,4.2,4.6
1079,18,professional,eggitarian,mid-range,RS Puram,afternoon,healthy,date-night,high-protein,Chettinad,Pepper Chicken,High,$$,Luxury,3.2,3.6
1080,26,professional,eggitarian,budget-friendly,Peelamedu,morning,celebration,casual,regular,South Indian,Vada,Medium,$,Traditional,4.7,4.7
1081,39,professional,non-vegetarian,premium,Saibaba Colony,midnight,healthy,friends,high-protein,North Indian,Naan,High,$$$,Modern,4.2,4.3
1082,19,student,vegetarian,budget-friendly,Peelamedu,midnight,study,date-night,balanced,Italian,Pizza,High,$$,Luxury,3.9,3.9
1083,21,service,eggitarian,premium,Avinashi Road,night,study,anniversary,low-carb,South Indian,Filter Coffee,Low,$$$,Luxury,4.4,5.0
1084,22,student,vegetarian,mid-range,Thudiyalur,afternoon,comfort,casual,regular,Kerala,Appam Stew,High,$$,Cozy,4.1,3.9
1085,29,professional,non-vegetarian,premium,Thudiyalur,night,study,date-night,high-protein,Street Food,Kothu Parotta,Low,$$$,Romantic,4.1,4.5
1086,30,professional,non-vegetarian,budget-friendly,RS Puram,afternoon,study,casual,balanced,Bakery,Cream Bun,Medium,$,Traditional,4.4,4.6
1087,28,professional,non-vegetarian,mid-range,Saibaba Colony,night,quick,business,high-protein,Chettinad,Fish Fry,Medium,$$,Luxury,3.8,3.8
1088,20,service,eggitarian,budget-friendly,Peelamedu,morning,study,friends,balanced,North Indian,Biryani,High,$,Casual,4.5,4.6
1089,31,professional,vegetarian,mid-range,Saravanampatti,evening,quick,anniversary,high-protein,South Indian,Masala Dosa,Low,$$$,Modern,4.4,4.3
1090,32,student,non-vegetarian,mid-range,Singanallur,morning,study,solo,low-carb,South Indian,Filter Coffee,High,$$,Modern,4.3,4.7
1091,35,professional,vegetarian,budget-friendly,Singanallur,night,quick,anniversary,low-carb,North Indian,Chole Bhature,Medium,$,Cozy,4.0,4.0
1092,24,service,vegetarian,premium,Sitra,afternoon,quick,casual,regular,North Indian,Paneer Butter Masala,Medium,$$$,Traditional,4.8,5.0
1093,35,student,vegetarian,mid-range,Singanallur,evening,healthy,casual,regular,South Indian,Masala Dosa,Low,$$$,Family-style,5.0,4.7
1094,18,other,non-vegetarian,mid-range,Sitra,afternoon,celebration,casual,balanced,Italian,Pizza,Medium,$$$,Cozy,4.0,4.2
1095,27,student,eggitarian,mid-range,Ukkadam,evening,comfort,friends,low-carb,Italian,Pizza,Low,$$$,Family-style,5.0,5.0
1096,30,student,vegetarian,mid-range,Avinashi Road,afternoon,celebration,family,high-protein,Cafe,Tea,Low,$,Family-style,3.7,3.8
1097,18,professional,vegetarian,premium,Saravanampatti,night,comfort,friends,balanced,Chinese,Spring Rolls,Low,$$$,Casual,5.0,5.0
1098,32,student,vegetarian,budget-friendly,Saravanampatti,morning,comfort,casual,balanced,South Indian,Uttapam,Medium,$,Casual,5.0,5.0
1099,32,student,non-vegetarian,premium,Kovaipudur,morning,study,friends,high-protein,Italian,Pasta,High,$$$,Modern,4.6,5.0
1100,35,student,vegan,budget-friendly,RS Puram,night,celebration,family,regular,Chinese,Manchurian,Medium,$,Traditional,4.6,4.5
1101,24,service,vegetarian,premium,Vadavalli,evening,celebration,business,regular,North Indian,Butter Chicken,Low,$$$,Luxury,3.8,4.5
1102,24,student,non-vegetarian,budget-friendly,Vadavalli,afternoon,comfort,casual,regular,South Indian,Vada,Low,$$,Cozy,5.0,4.9
1103,40,student,non-vegetarian,premium,Vadavalli,morning,celebration,friends,high-protein,North Indian,Chole Bhature,High,$$$,Romantic,3.6,3.9
1104,34,student,non-vegetarian,mid-range,Singanallur,evening,healthy,casual,low-carb,Kerala,Malabar Parotta,High,$$,Traditional,4.4,4.7
1105,18,professional,vegetarian,mid-range,Singanallur,morning,quick,date-night,high-protein,Chinese,Manchurian,Medium,$,Luxury,4.0,3.6
1106,41,professional,vegetarian,mid-range,Kovaipudur,night,romantic,date-night,balanced,North Indian,Naan,Medium,$$,Romantic,4.9,5.0
1107,28,student,non-vegetarian,budget-friendly,Avinashi Road,evening,adventurous,casual,high-protein,Street Food,Kothu Parotta,High,$$,Casual,4.2,4.2
1108,27,professional,eggitarian,budget-friendly,Avinashi Road,morning,celebration,date-night,regular,North Indian,Chole Bhature,Medium,$,Romantic,4.3,4.8
1109,30,professional,non-vegetarian,mid-range,RS Puram,evening,comfort,casual,balanced,North Indian,Chole Bhature,High,$$,Traditional,4.4,4.4
1110,36,student,non-vegetarian,mid-range,Thudiyalur,night,adventurous,family,high-protein,Italian,Pasta,High,$$,Family-style,4.2,4.6
1111,31,professional,vegetarian,premium,Ukkadam,afternoon,comfort,family,balanced,Italian,Pasta,Medium,$$$,Family-style,4.2,4.7
1112,23,professional,vegan,premium,Ukkadam,afternoon,adventurous,solo,regular,North Indian,Paneer Butter Masala,High,$$$,Modern,4.2,4.7
1113,18,student,non-vegetarian,mid-range,Thudiyalur,evening,romantic,casual,high-protein,Chinese,Chilli Chicken,Medium,$$,Family-style,4.3,4.5
1114,31,business,non-vegetarian,budget-friendly,Kovaipudur,night,celebration,family,high-protein,South Indian,Masala Dosa,Medium,$,Family-style,3.9,3.7
1115,29,professional,non-vegetarian,mid-range,Kovaipudur,evening,study,business,high-protein,Chettinad,Karaikudi Mutton,High,$$$,Luxury,4.4,4.5
1116,18,professional,vegetarian,mid-range,Kovaipudur,evening,comfort,family,low-carb,Kerala,Puttu Kadala,High,$$,Family-style,4.1,4.3
1117,40,other,vegan,mid-range,Singanallur,morning,comfort,family,balanced,Chinese,Hakka Noodles,High,$$,Traditional,4.9,5.0
1118,23,professional,eggitarian,mid-range,Sitra,night,celebration,friends,balanced,South Indian,Idli Sambar,Medium,$$,Romantic,4.3,4.8
1119,25,business,non-vegetarian,premium,Singanallur,evening,celebration,casual,regular,North Indian,Paneer Butter Masala,Medium,$$,Cozy,4.0,4.6
1120,18,business,eggitarian,premium,Ukkadam,evening,healthy,casual,balanced,South Indian,Rava Dosa,High,$$$,Cozy,4.4,4.6
1121,18,professional,non-vegetarian,premium,Singanallur,morning,celebration,family,high-protein,North Indian,Biryani,High,$$$$,Casual,4.5,5.0
1122,24,student,eggitarian,budget-friendly,Singanallur,afternoon,study,casual,balanced,South Indian,Masala Dosa,Low,$$,Casual,4.2,4.1
1123,29,professional,vegetarian,mid-range,Kovaipudur,evening,quick,casual,high-protein,South Indian,Filter Coffee,Medium,$$$$,Romantic,4.6,5.0
1124,25,student,non-vegetarian,premium,Gandhipuram,morning,comfort,family,balanced,Chinese,Chilli Chicken,Low,$$$,Traditional,5.0,5.0
1125,18,business,eggitarian,budget-friendly,Saravanampatti,morning,romantic,birthday,balanced,Street Food,Bhel Puri,Low,$$,Traditional,5.0,5.0
1126,29,student,vegan,mid-range,Sitra,evening,quick,casual,balanced,South Indian,Uttapam,Medium,$$,Cozy,4.2,4.1
1127,22,professional,vegan,mid-range,Saibaba Colony,night,celebration,friends,balanced,Street Food,Kothu Parotta,High,$$$$,Casual,4.1,4.3
1128,24,service,eggitarian,mid-range,RS Puram,morning,romantic,casual,regular,North Indian,Paneer Butter Masala,Low,$$,Family-style,4.8,5.0
1129,28,professional,non-vegetarian,mid-range,Gandhipuram,evening,study,casual,regular,Chettinad,Karaikudi Mutton,Medium,$$$$,Family-style,4.5,4.7
1130,27,professional,vegetarian,budget-friendly,Thudiyalur,evening,healthy,casual,high-protein,Andhra,Royyala Iguru,High,$,Traditional,3.9,3.9
1131,26,professional,non-vegetarian,mid-range,Gandhipuram,morning,adventurous,casual,high-protein,Street Food,Bhel Puri,High,$$,Luxury,4.1,4.2
1132,24,professional,eggitarian,premium,Gandhipuram,evening,adventurous,casual,high-protein,Chinese,Manchurian,Medium,$$,Cozy,4.4,4.4
1133,35,student,non-vegetarian,budget-friendly,Peelamedu,night,romantic,business,low-carb,South Indian,Masala Dosa,Medium,$,Modern,4.5,4.9
1134,20,professional,vegetarian,premium,Ukkadam,evening,study,casual,balanced,South Indian,Uttapam,Low,$$,Luxury,4.5,4.0
1135,44,service,vegetarian,mid-range,Saibaba Colony,morning,celebration,friends,balanced,Italian,Pasta,High,$$,Traditional,4.0,3.7
1136,30,other,vegan,budget-friendly,Saravanampatti,night,study,friends,balanced,South Indian,Filter Coffee,Medium,$,Traditional,4.4,4.4
1137,35,professional,non-vegetarian,premium,Saibaba Colony,evening,comfort,family,balanced,Chinese,Manchurian,Low,$$$$,Traditional,4.2,4.5
1138,29,student,vegetarian,budget-friendly,Sitra,midnight,adventurous,business,balanced,South Indian,Filter Coffee,High,$$$,Casual,4.1,3.5
1139,37,professional,non-vegetarian,premium,Saibaba Colony,morning,study,date-night,balanced,Chinese,Manchurian,High,$$$$,Romantic,4.2,4.7
1140,27,service,vegetarian,premium,Singanallur,midnight,healthy,family,high-protein,Street Food,Kothu Parotta,Medium,$$,Family-style,4.5,4.4
1141,18,professional,non-vegetarian,premium,Saibaba Colony,afternoon,study,casual,balanced,Kerala,Appam Stew,Low,$$$,Luxury,4.4,4.8
1142,34,professional,vegan,premium,Avinashi Road,evening,healthy,family,balanced,Chinese,Manchurian,High,$$$$,Family-style,4.0,4.4
1143,27,business,vegan,premium,Avinashi Road,evening,adventurous,casual,balanced,North Indian,Naan,High,$$$$,Luxury,4.0,4.4
1144,36,professional,vegetarian,mid-range,Peelamedu,night,healthy,business,regular,South Indian,Masala Dosa,High,$$,Casual,4.4,4.7
1145,18,business,non-vegetarian,premium,Kovaipudur,evening,healthy,casual,high-protein,Chinese,Schezwan Fried Rice,High,$$$$,Romantic,4.6,5.0
1146,37,service,non-vegetarian,premium,Singanallur,midnight,study,casual,high-protein,Bakery,Chocolate Cake,Medium,$$$,Luxury,4.6,4.5
1147,18,professional,vegetarian,mid-range,Singanallur,afternoon,adventurous,friends,balanced,Chinese,Spring Rolls,Medium,$$,Modern,4.4,4.4
1148,42,professional,non-vegetarian,premium,Kovaipudur,afternoon,study,friends,high-protein,South Indian,Uttapam,Medium,$$$$,Romantic,5.0,5.0
1149,24,professional,non-vegetarian,budget-friendly,Gandhipuram,evening,comfort,casual,balanced,South Indian,Pongal,High,$$,Traditional,3.9,4.2
1150,31,professional,vegetarian,premium,Vadavalli,midnight,adventurous,business,low-carb,Andhra,Andhra Chicken Curry,Medium,$$$,Casual,3.9,4.3
1151,21,professional,non-vegetarian,premium,RS Puram,night,celebration,friends,balanced,Chettinad,Fish Fry,Medium,$$$,Romantic,3.7,3.4
1152,33,business,non-vegetarian,mid-range,Sitra,evening,study,date-night,high-protein,Bakery,Puff,Medium,$,Romantic,4.3,4.4
1153,20,other,non-vegetarian,budget-friendly,Saibaba Colony,morning,celebration,casual,balanced,South Indian,Uttapam,High,$,Casual,3.9,3.5
1154,24,student,eggitarian,budget-friendly,Saibaba Colony,evening,celebration,family,balanced,North Indian,Paneer Butter Masala,High,$,Family-style,4.6,4.9
1155,41,student,eggitarian,budget-friendly,Singanallur,night,comfort,friends,high-protein,Chinese,Schezwan Fried Rice,High,$,Casual,4.0,4.2
1156,18,other,eggitarian,budget-friendly,Thudiyalur,morning,study,casual,balanced,South Indian,Uttapam,High,$$,Cozy,3.9,4.0
1157,28,student,non-vegetarian,budget-friendly,Sitra,evening,romantic,family,high-protein,South Indian,Rava Dosa,Medium,$,Family-style,4.1,4.9
1158,42,professional,vegetarian,mid-range,Kovaipudur,night,healthy,date-night,balanced,Street Food,Bhel Puri,High,$$$,Romantic,3.9,4.3
1159,34,student,vegetarian,mid-range,Saibaba Colony,morning,comfort,casual,regular,Chinese,Chilli Chicken,High,$$,Family-style,3.9,4.1
1160,18,professional,vegan,mid-range,Ukkadam,evening,romantic,casual,balanced,North Indian,Butter Chicken,Low,$$,Cozy,3.9,4.1
1161,22,business,vegetarian,premium,Singanallur,evening,celebration,casual,regular,Chinese,Chilli Chicken,Medium,$$$,Cozy,4.5,4.6
1162,34,student,non-vegetarian,budget-friendly,Saibaba Colony,morning,adventurous,casual,low-carb,Chettinad,Fish Fry,Medium,$$,Cozy,4.2,4.3
1163,23,student,eggitarian,budget-friendly,Singanallur,morning,celebration,business,balanced,Cafe,Sandwich,Medium,$,Luxury,4.3,4.3
1164,42,service,vegetarian,budget-friendly,Peelamedu,midnight,quick,casual,balanced,Kerala,Beef Fry,Medium,$$,Cozy,4.4,4.3
1165,18,service,non-vegetarian,budget-friendly,Sitra,afternoon,healthy,friends,regular,Chinese,Spring Rolls,Medium,$,Family-style,4.4,4.3
1166,34,business,vegetarian,premium,Singanallur,evening,quick,family,balanced,Chettinad,Chicken Chettinad,High,$$$$,Traditional,4.2,4.6
1167,21,student,non-vegetarian,budget-friendly,Singanallur,morning,adventurous,friends,balanced,Chettinad,Pepper Chicken,Medium,$$,Modern,4.4,4.9
1168,19,student,vegetarian,mid-range,Vadavalli,night,celebration,friends,low-carb,Street Food,Bhel Puri,Low,$$$,Modern,4.0,4.3
1169,30,student,vegetarian,budget-friendly,Avinashi Road,afternoon,quick,casual,balanced,South Indian,Rava Dosa,High,$$$,Traditional,4.2,3.6
1170,26,service,vegetarian,premium,Thudiyalur,night,quick,family,regular,Cafe,Sandwich,Medium,$$$$,Family-style,4.5,4.8
1171,34,service,vegetarian,mid-range,Kovaipudur,morning,comfort,casual,balanced,South Indian,Pongal,Low,$$,Family-style,4.6,4.4
1172,19,business,vegetarian,mid-range,Kovaipudur,evening,romantic,family,regular,South Indian,Uttapam,High,$$,Casual,3.9,4.1
1173,18,student,vegan,budget-friendly,Ukkadam,evening,comfort,casual,balanced,Chinese,Manchurian,High,$,Cozy,3.9,3.9
1174,20,student,eggitarian,budget-friendly,Singanallur,evening,healthy,family,low-carb,South Indian,Filter Coffee,Medium,$$,Casual,4.1,3.9
1175,20,professional,eggitarian,mid-range,Peelamedu,afternoon,healthy,friends,balanced,South Indian,Masala Dosa,Medium,$,Casual,4.1,3.9
1176,18,professional,vegetarian,mid-range,Peelamedu,evening,quick,casual,balanced,South Indian,Uttapam,High,$$$,Luxury,4.3,4.2
1177,18,professional,vegetarian,mid-range,RS Puram,morning,quick,casual,regular,South Indian,Vada,Low,$$,Cozy,4.3,4.0
1178,27,business,eggitarian,budget-friendly,Vadavalli,night,healthy,casual,balanced,Bakery,Pastry,Low,$$,Modern,4.7,4.3
1179,35,service,eggitarian,mid-range,Saibaba Colony,evening,healthy,friends,balanced,Bakery,Cream Bun,High,$,Cozy,4.9,5.0
1180,25,professional,non-vegetarian,budget-friendly,Sitra,afternoon,comfort,friends,balanced,South Indian,Filter Coffee,High,$$,Luxury,3.9,4.3
1181,19,professional,eggitarian,mid-range,RS Puram,evening,study,casual,balanced,South Indian,Vada,High,$$$,Traditional,4.3,4.1
1182,18,professional,non-vegetarian,budget-friendly,Saravanampatti,morning,study,family,balanced,Bakery,Cookies,Low,$,Family-style,4.0,4.1
1183,36,student,non-vegetarian,mid-range,Avinashi Road,evening,comfort,casual,balanced,Chinese,Spring Rolls,Medium,$$$,Traditional,4.3,4.2
1184,39,student,non-vegetarian,budget-friendly,RS Puram,evening,quick,solo,balanced,Chinese,Manchurian,Medium,$,Luxury,5.0,5.0
1185,24,professional,vegetarian,premium,Avinashi Road,evening,romantic,friends,high-protein,Chinese,Spring Rolls,Low,$$$,Family-style,4.3,4.8
1186,18,student,vegetarian,budget-friendly,Vadavalli,morning,adventurous,friends,balanced,North Indian,Biryani,Medium,$,Family-style,3.7,3.7
1187,29,student,non-vegetarian,budget-friendly,Sitra,morning,celebration,birthday,low-carb,Cafe,Cold Coffee,Low,$,Luxury,4.9,5.0
1188,26,student,vegetarian,budget-friendly,Thudiyalur,morning,quick,casual,balanced,Andhra,Gongura Mutton,High,$,Cozy,4.8,4.5
1189,29,professional,non-vegetarian,mid-range,Avinashi Road,afternoon,quick,anniversary,regular,Italian,Garlic Bread,Low,$$$,Luxury,5.0,4.9
1190,28,business,eggitarian,premium,Peelamedu,midnight,study,solo,low-carb,Chinese,Chilli Chicken,High,$$,Luxury,4.3,4.2
1191,30,business,vegetarian,mid-range,Thudiyalur,morning,quick,birthday,regular,Chinese,Manchurian,Low,$$$,Romantic,3.5,3.5
